transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale,Shift,
1161,29-06-2023,11:06:00,30,Male,64,Beauty,2,500,160,1000,Morning,
461,18-07-2023,10:33:00,21,Female,18,Beauty,2,500,265,1000,Morning,
1461,01-05-2023,08:43:00,63,Female,18,Beauty,2,500,180,1000,Morning,
275,05-03-2023,11:34:00,2,Male,43,Clothing,2,500,260,1000,Morning,
1275,02-03-2023,08:48:00,5,Male,43,Clothing,2,500,250,1000,Morning,
274,14-04-2023,07:12:00,4,Female,23,Clothing,2,500,150,1000,Morning,
1274,06-10-2023,09:01:00,2,Female,23,Clothing,2,500,185,1000,Morning,
589,08-07-2023,07:11:00,5,Female,36,Beauty,2,500,145,1000,Morning,
1589,01-07-2023,06:30:00,5,Female,36,Beauty,2,500,145,1000,Morning,
660,29-07-2023,18:46:00,2,Female,38,Beauty,2,500,270,1000,Evening,
1660,23-09-2023,20:27:00,2,Female,38,Beauty,2,500,160,1000,Evening,
853,14-05-2023,22:29:00,3,Male,21,Beauty,2,500,155,1000,Evening,
1853,29-05-2023,18:39:00,2,Male,21,Beauty,2,500,190,1000,Evening,
779,15-05-2023,19:19:00,3,Female,56,Electronics,2,500,155,1000,Evening,
1779,02-01-2023,19:45:00,3,Female,56,Electronics,2,500,190,1000,Evening,
203,12-03-2023,21:33:00,4,Male,56,Clothing,2,500,175,1000,Evening,
1203,26-11-2023,18:36:00,2,Male,56,Clothing,2,500,145,1000,Evening,
470,26-12-2023,18:58:00,4,Female,57,Clothing,2,500,165,1000,Evening,
1470,26-06-2023,19:47:00,1,Female,57,Clothing,2,500,165,1000,Evening,
94,13-03-2023,22:39:00,5,Female,47,Beauty,2,500,250,1000,Evening,
1094,15-06-2023,20:34:00,1,Female,47,Beauty,2,500,210,1000,Evening,
404,13-02-2023,19:55:00,59,Male,46,Electronics,2,500,160,1000,Evening,
990,29-03-2023,21:45:00,68,Female,58,Beauty,2,500,235,1000,Evening,
1404,20-08-2023,18:15:00,155,Male,46,Electronics,2,500,185,1000,Evening,
1990,22-11-2023,17:02:00,48,Female,58,Beauty,2,500,155,1000,Evening,
382,14-07-2023,21:20:00,29,Female,53,Clothing,2,500,245,1000,Evening,
1382,20-05-2023,18:13:00,139,Female,53,Clothing,2,500,185,1000,Evening,
534,27-04-2023,22:30:00,112,Male,45,Clothing,2,500,140,1000,Evening,
1534,13-06-2022,19:44:00,72,Male,45,Clothing,2,500,270,1000,Evening,
104,09-06-2022,22:58:00,129,Female,34,Beauty,2,500,190,1000,Evening,
352,28-07-2023,17:55:00,54,Male,57,Electronics,2,500,175,1000,Evening,
1104,11-07-2022,20:13:00,70,Female,34,Beauty,2,500,150,1000,Evening,
1352,19-10-2023,17:40:00,14,Male,57,Electronics,2,500,260,1000,Evening,
684,20-06-2023,18:02:00,54,Female,28,Clothing,2,500,225,1000,Evening,
1684,23-01-2023,21:40:00,43,Female,28,Clothing,2,500,200,1000,Evening,
709,22-09-2022,22:32:00,61,Female,19,Electronics,2,500,140,1000,Evening,
1709,13-09-2023,20:22:00,97,Female,19,Electronics,2,500,185,1000,Evening,
605,19-10-2023,22:24:00,76,Male,37,Electronics,2,500,180,1000,Evening,
1605,24-01-2022,19:39:00,2,Male,37,Electronics,2,500,165,1000,Evening,
299,25-01-2023,20:03:00,76,Male,61,Electronics,2,500,230,1000,Evening,
1299,08-05-2022,18:58:00,11,Male,61,Electronics,2,500,250,1000,Evening,
850,14-09-2023,19:01:00,58,Female,26,Beauty,2,500,235,1000,Evening,
1850,16-02-2022,20:44:00,154,Female,26,Beauty,2,500,240,1000,Evening,
418,01-04-2022,18:05:00,95,Female,60,Electronics,2,500,155,1000,Evening,
1418,17-09-2022,18:19:00,68,Female,60,Electronics,2,500,215,1000,Evening,
816,27-09-2023,19:29:00,133,Male,47,Beauty,2,500,240,1000,Evening,
1816,17-06-2022,22:30:00,52,Male,47,Beauty,2,500,245,1000,Evening,
880,26-09-2023,20:13:00,63,Male,22,Beauty,2,500,175,1000,Evening,
1880,14-06-2023,20:03:00,37,Male,22,Beauty,2,500,175,1000,Evening,
297,12-09-2022,21:09:00,70,Female,40,Electronics,2,500,595,1000,Evening,
1297,20-10-2023,22:32:00,21,Female,40,Electronics,2,500,535,1000,Evening,
26,14-10-2023,17:54:00,51,Female,28,Electronics,2,500,600,1000,Evening,
1026,24-11-2022,19:10:00,60,Female,28,Electronics,2,500,520,1000,Evening,
393,19-10-2022,18:52:00,85,Female,22,Beauty,2,500,595,1000,Evening,
1393,08-10-2022,17:24:00,56,Female,22,Beauty,2,500,580,1000,Evening,
97,26-11-2022,18:17:00,112,Female,51,Beauty,2,500,555,1000,Evening,
1097,26-12-2022,20:53:00,86,Female,51,Beauty,2,500,485,1000,Evening,
600,09-10-2023,18:39:00,64,Female,59,Beauty,2,500,525,1000,Evening,
1600,18-12-2022,17:44:00,67,Female,59,Beauty,2,500,575,1000,Evening,
137,10-09-2022,20:42:00,66,Male,46,Beauty,2,500,125,1000,Evening,
1137,05-11-2022,22:34:00,104,Male,46,Beauty,2,500,145,1000,Evening,
395,01-12-2022,15:00:00,76,Male,50,Electronics,2,500,175,1000,Afternoon,
1395,10-09-2023,14:18:00,91,Male,50,Electronics,2,500,130,1000,Afternoon,
453,14-10-2022,14:45:00,90,Female,26,Clothing,2,500,265,1000,Afternoon,
1453,14-10-2023,13:24:00,113,Female,26,Clothing,2,500,205,1000,Afternoon,
153,19-11-2023,15:52:00,62,Male,63,Electronics,2,500,195,1000,Afternoon,
1153,24-09-2022,12:30:00,91,Male,63,Electronics,2,500,265,1000,Afternoon,
994,24-12-2022,16:38:00,73,Female,51,Beauty,2,500,125,1000,Afternoon,
1994,20-11-2022,13:27:00,86,Female,51,Beauty,2,500,250,1000,Afternoon,
662,03-12-2022,12:40:00,100,Male,48,Beauty,2,500,145,1000,Afternoon,
1662,20-12-2023,12:38:00,106,Male,48,Beauty,2,500,240,1000,Afternoon,
180,05-11-2022,10:47:00,117,Male,41,Clothing,3,300,129,900,Morning,
1180,06-01-2022,08:53:00,85,Male,41,Clothing,3,300,129,900,Morning,
708,06-04-2022,08:38:00,62,Female,43,Beauty,3,300,87,900,Morning,
1708,08-02-2022,07:47:00,41,Female,43,Beauty,3,300,162,900,Morning,
323,21-01-2022,08:22:00,97,Female,29,Beauty,3,300,150,900,Morning,
1323,15-08-2022,10:49:00,136,Female,29,Beauty,3,300,114,900,Morning,
264,26-12-2022,11:03:00,111,Male,47,Clothing,3,300,150,900,Morning,
1264,27-05-2022,09:23:00,82,Male,47,Clothing,3,300,123,900,Morning,
964,26-08-2022,08:18:00,15,Male,24,Clothing,3,300,156,900,Morning,
1964,02-08-2022,08:27:00,115,Male,24,Clothing,3,300,111,900,Morning,
133,23-06-2022,09:01:00,70,Male,20,Electronics,3,300,87,900,Morning,
1133,05-03-2022,06:42:00,58,Male,20,Electronics,3,300,159,900,Morning,
42,08-12-2022,08:29:00,63,Male,22,Clothing,3,300,147,900,Morning,
1042,11-02-2022,06:21:00,7,Male,22,Clothing,3,300,150,900,Morning,
766,04-01-2022,08:02:00,128,Male,38,Electronics,3,300,165,900,Morning,
1766,22-11-2022,06:08:00,6,Male,38,Electronics,3,300,129,900,Morning,
198,21-05-2022,11:42:00,30,Female,54,Beauty,3,300,114,900,Morning,
1198,07-08-2022,10:43:00,147,Female,54,Beauty,3,300,159,900,Morning,
248,02-07-2022,07:11:00,5,Male,26,Clothing,3,300,126,900,Morning,
1248,08-09-2022,08:20:00,68,Male,26,Clothing,3,300,111,900,Morning,
590,04-05-2023,11:52:00,151,Male,36,Clothing,3,300,135,900,Morning,
1590,10-08-2023,09:39:00,142,Male,36,Clothing,3,300,147,900,Morning,
806,22-01-2023,08:08:00,14,Female,35,Beauty,3,300,165,900,Morning,
1806,14-06-2023,10:13:00,61,Female,35,Beauty,3,300,102,900,Morning,
891,09-01-2023,06:43:00,24,Male,41,Electronics,3,300,99,900,Morning,
1891,22-12-2023,06:11:00,81,Male,41,Electronics,3,300,105,900,Morning,
886,11-12-2023,11:25:00,4,Male,37,Electronics,3,300,165,900,Morning,
1886,26-07-2023,11:51:00,1,Male,37,Electronics,3,300,147,900,Morning,
969,27-11-2023,11:47:00,2,Female,40,Clothing,3,300,84,900,Morning,
1969,05-03-2023,19:34:00,4,Female,40,Clothing,3,300,126,900,Evening,
987,08-11-2023,18:45:00,1,Female,30,Clothing,3,300,165,900,Evening,
1987,26-05-2023,18:18:00,2,Female,30,Clothing,3,300,129,900,Evening,
48,06-10-2023,17:34:00,2,Male,54,Electronics,3,300,123,900,Evening,
1048,12-07-2023,19:14:00,3,Male,54,Electronics,3,300,93,900,Evening,
911,15-07-2023,17:29:00,3,Male,42,Electronics,3,300,84,900,Evening,
1911,13-12-2023,18:33:00,4,Male,42,Electronics,3,300,75,900,Evening,
243,24-06-2023,18:02:00,5,Female,47,Electronics,3,300,156,900,Evening,
491,30-12-2023,21:11:00,4,Female,60,Electronics,3,300,78,900,Evening,
1243,08-12-2023,17:11:00,4,Female,47,Electronics,3,300,138,900,Evening,
1491,26-05-2023,22:14:00,107,Female,60,Electronics,3,300,129,900,Evening,
923,10-06-2023,17:20:00,62,Male,32,Beauty,3,300,165,900,Evening,
1923,03-04-2022,17:38:00,74,Male,32,Beauty,3,300,159,900,Evening,
56,27-12-2022,19:37:00,97,Female,26,Clothing,3,300,120,900,Evening,
1056,17-04-2022,19:46:00,54,Female,26,Clothing,3,300,114,900,Evening,
782,13-04-2022,21:51:00,71,Male,59,Clothing,3,300,150,900,Evening,
1782,07-04-2023,20:23:00,116,Male,59,Clothing,3,300,141,900,Evening,
110,18-11-2022,17:28:00,149,Male,27,Clothing,3,300,99,900,Evening,
1110,26-10-2022,19:14:00,62,Male,27,Clothing,3,300,114,900,Evening,
567,08-05-2023,19:53:00,5,Female,25,Clothing,3,300,144,900,Evening,
1567,07-04-2023,17:10:00,76,Female,25,Clothing,3,300,162,900,Evening,
488,05-07-2022,17:28:00,26,Female,51,Electronics,3,300,123,900,Evening,
1488,12-11-2022,19:24:00,9,Female,51,Electronics,3,300,126,900,Evening,
727,15-11-2023,18:37:00,32,Male,55,Beauty,3,300,105,900,Evening,
1727,08-08-2023,21:06:00,72,Male,55,Beauty,3,300,75,900,Evening,
36,22-02-2023,22:06:00,40,Male,52,Beauty,3,300,144,900,Evening,
1036,17-08-2022,18:03:00,121,Male,52,Beauty,3,300,117,900,Evening,
407,16-07-2022,22:17:00,117,Female,46,Electronics,3,300,138,900,Evening,
1407,10-04-2022,19:41:00,54,Female,46,Electronics,3,300,120,900,Evening,
509,10-07-2023,19:35:00,70,Female,37,Electronics,3,300,141,900,Evening,
1509,25-11-2022,20:40:00,67,Female,37,Electronics,3,300,129,900,Evening,
788,20-06-2022,18:54:00,90,Female,52,Beauty,3,300,105,900,Evening,
1788,03-05-2022,20:35:00,98,Female,52,Beauty,3,300,150,900,Evening,
551,21-03-2023,22:45:00,99,Male,45,Electronics,3,300,141,900,Evening,
722,24-02-2023,18:35:00,25,Male,20,Beauty,3,300,162,900,Evening,
1551,12-11-2023,22:36:00,84,Male,45,Electronics,3,300,81,900,Evening,
1722,30-01-2022,20:38:00,22,Male,20,Beauty,3,300,159,900,Evening,
515,13-02-2022,20:47:00,71,Female,49,Clothing,3,300,75,900,Evening,
1515,04-02-2023,21:49:00,107,Female,49,Clothing,3,300,135,900,Evening,
295,01-02-2022,20:23:00,80,Female,27,Beauty,3,300,105,900,Evening,
457,28-11-2022,22:49:00,38,Female,58,Beauty,3,300,147,900,Evening,
1295,04-11-2023,19:28:00,86,Female,27,Beauty,3,300,81,900,Evening,
1457,25-03-2023,21:31:00,140,Female,58,Beauty,3,300,108,900,Evening,
35,29-10-2022,17:30:00,122,Female,58,Beauty,3,300,126,900,Evening,
1035,26-04-2023,21:56:00,52,Female,58,Beauty,3,300,105,900,Evening,
430,23-05-2023,18:36:00,100,Female,43,Electronics,3,300,153,900,Evening,
1430,31-10-2023,18:25:00,22,Female,43,Electronics,3,300,132,900,Evening,
635,04-12-2022,21:03:00,89,Female,63,Electronics,3,300,129,900,Evening,
1635,17-04-2023,18:08:00,36,Female,63,Electronics,3,300,159,900,Evening,
624,05-02-2022,19:08:00,48,Female,34,Beauty,3,300,342,900,Evening,
1624,18-11-2022,20:48:00,121,Female,34,Beauty,3,300,363,900,Evening,
183,01-09-2022,19:22:00,28,Female,43,Beauty,3,300,375,900,Evening,
1183,28-12-2022,17:10:00,54,Female,43,Beauty,3,300,342,900,Evening,
954,05-09-2023,21:03:00,87,Female,50,Electronics,3,300,321,900,Evening,
1954,29-10-2023,17:30:00,93,Female,50,Electronics,3,300,318,900,Evening,
196,29-12-2023,19:14:00,43,Female,32,Clothing,3,300,312,900,Evening,
1196,31-12-2022,21:18:00,93,Female,32,Clothing,3,300,306,900,Evening,
154,24-12-2022,17:47:00,24,Male,51,Electronics,3,300,321,900,Evening,
1154,16-12-2023,21:44:00,29,Male,51,Electronics,3,300,291,900,Evening,
680,01-12-2022,22:04:00,110,Female,53,Clothing,3,300,330,900,Evening,
1680,03-09-2023,17:12:00,72,Female,53,Clothing,3,300,324,900,Evening,
30,10-10-2023,20:05:00,59,Female,39,Beauty,3,300,285,900,Evening,
1030,27-11-2022,18:02:00,96,Female,39,Beauty,3,300,309,900,Evening,
334,16-10-2022,20:37:00,103,Male,31,Electronics,3,300,360,900,Evening,
1334,21-09-2022,20:37:00,60,Male,31,Electronics,3,300,366,900,Evening,
20,12-12-2023,21:35:00,85,Male,22,Clothing,3,300,345,900,Evening,
690,19-12-2023,18:39:00,91,Female,52,Clothing,3,300,324,900,Evening,
1020,22-11-2022,18:30:00,86,Male,22,Clothing,3,300,300,900,Evening,
1690,05-09-2023,17:36:00,101,Female,52,Clothing,3,300,369,900,Evening,
950,22-09-2022,21:27:00,75,Male,36,Clothing,3,300,144,900,Evening,
1950,04-12-2022,19:23:00,50,Male,36,Clothing,3,300,84,900,Evening,
827,28-10-2023,19:24:00,96,Male,61,Beauty,3,300,165,900,Evening,
1827,09-11-2022,20:02:00,62,Male,61,Beauty,3,300,132,900,Evening,
582,30-09-2022,21:38:00,110,Male,35,Clothing,3,300,75,900,Evening,
1582,17-10-2023,19:12:00,56,Male,35,Clothing,3,300,114,900,Evening,
968,18-12-2023,20:34:00,101,Female,48,Clothing,3,300,120,900,Evening,
1968,21-09-2022,19:09:00,75,Female,48,Clothing,3,300,153,900,Evening,
417,01-10-2023,22:03:00,109,Male,43,Electronics,3,300,162,900,Evening,
1417,26-12-2022,17:43:00,54,Male,43,Electronics,3,300,147,900,Evening,
171,14-10-2022,20:10:00,109,Female,52,Clothing,3,300,126,900,Evening,
1171,05-10-2022,21:05:00,87,Female,52,Clothing,3,300,84,900,Evening,
550,27-09-2023,16:58:00,80,Male,40,Clothing,3,300,90,900,Afternoon,
1550,30-09-2022,13:11:00,73,Male,40,Clothing,3,300,147,900,Afternoon,
540,22-12-2022,16:17:00,79,Female,46,Electronics,3,300,87,900,Afternoon,
1540,12-10-2023,16:51:00,115,Female,46,Electronics,3,300,147,900,Afternoon,
265,24-11-2022,12:12:00,80,Male,55,Clothing,3,300,132,900,Afternoon,
1265,05-11-2022,14:35:00,86,Male,55,Clothing,3,300,111,900,Afternoon,
409,17-12-2023,12:30:00,55,Female,21,Electronics,3,300,87,900,Afternoon,
1409,22-11-2023,12:15:00,102,Female,21,Electronics,3,300,138,900,Afternoon,
435,15-12-2023,13:41:00,113,Female,30,Beauty,3,300,108,900,Afternoon,
1435,27-10-2022,13:31:00,61,Female,30,Beauty,3,300,114,900,Afternoon,
678,17-11-2022,15:55:00,70,Female,60,Electronics,3,300,144,900,Afternoon,
1678,16-09-2022,13:44:00,99,Female,60,Electronics,3,300,102,900,Afternoon,
472,30-10-2023,15:23:00,95,Female,38,Beauty,3,300,162,900,Afternoon,
1472,18-12-2023,15:22:00,74,Female,38,Beauty,3,300,150,900,Afternoon,
610,18-12-2022,06:56:00,137,Female,26,Beauty,2,300,93,600,Morning,
1610,23-11-2022,10:18:00,1,Female,26,Beauty,2,300,102,600,Morning,
291,22-11-2022,08:29:00,15,Male,60,Clothing,2,300,126,600,Morning,
1291,04-04-2022,11:19:00,72,Male,60,Clothing,2,300,153,600,Morning,
464,06-03-2022,11:13:00,24,Male,38,Electronics,2,300,75,600,Morning,
1464,13-11-2022,10:06:00,80,Male,38,Electronics,2,300,126,600,Morning,
101,08-01-2022,08:46:00,24,Male,32,Clothing,2,300,135,600,Morning,
1101,17-05-2022,07:47:00,15,Male,32,Clothing,2,300,132,600,Morning,
649,21-06-2022,08:17:00,44,Female,58,Clothing,2,300,135,600,Morning,
1649,21-10-2022,07:44:00,72,Female,58,Clothing,2,300,75,600,Morning,
158,21-01-2022,11:38:00,141,Female,44,Electronics,2,300,132,600,Morning,
1158,24-02-2022,09:29:00,77,Female,44,Electronics,2,300,138,600,Morning,
136,26-12-2023,08:59:00,25,Male,44,Electronics,2,300,141,600,Morning,
1136,02-07-2023,08:41:00,93,Male,44,Electronics,2,300,81,600,Morning,
402,12-07-2023,08:45:00,63,Female,41,Clothing,2,300,135,600,Morning,
1402,24-06-2023,06:47:00,110,Female,41,Clothing,2,300,156,600,Morning,
129,17-04-2023,17:42:00,1,Female,21,Beauty,2,300,75,600,Evening,
1129,08-09-2023,21:46:00,1,Female,21,Beauty,2,300,156,600,Evening,
380,30-08-2023,22:26:00,2,Male,56,Electronics,2,300,102,600,Evening,
1380,09-02-2023,19:45:00,3,Male,56,Electronics,2,300,159,600,Evening,
221,27-11-2023,21:01:00,3,Male,39,Beauty,2,300,111,600,Evening,
1221,14-09-2023,22:57:00,5,Male,39,Beauty,2,300,114,600,Evening,
838,30-09-2023,21:20:00,1,Male,47,Electronics,2,300,153,600,Evening,
1838,28-06-2023,17:06:00,4,Male,47,Electronics,2,300,102,600,Evening,
398,23-02-2023,21:17:00,5,Female,48,Clothing,2,300,114,600,Evening,
1398,19-07-2023,17:20:00,1,Female,48,Clothing,2,300,120,600,Evening,
403,22-04-2023,19:31:00,5,Male,32,Clothing,2,300,78,600,Evening,
1403,25-03-2023,18:20:00,4,Male,32,Clothing,2,300,162,600,Evening,
899,22-05-2023,21:34:00,147,Male,26,Clothing,2,300,153,600,Evening,
1899,03-05-2023,21:03:00,51,Male,26,Clothing,2,300,99,600,Evening,
302,09-02-2023,17:51:00,26,Male,57,Beauty,2,300,135,600,Evening,
1302,21-12-2022,17:55:00,20,Male,57,Beauty,2,300,102,600,Evening,
543,16-04-2022,20:30:00,121,Male,49,Beauty,2,300,75,600,Evening,
1543,03-10-2022,22:40:00,73,Male,49,Beauty,2,300,123,600,Evening,
702,03-03-2023,17:18:00,66,Female,60,Clothing,2,300,78,600,Evening,
1702,31-07-2023,21:54:00,102,Female,60,Clothing,2,300,87,600,Evening,
443,19-09-2023,20:25:00,98,Male,29,Clothing,2,300,114,600,Evening,
1443,18-06-2022,19:37:00,81,Male,29,Clothing,2,300,147,600,Evening,
508,05-07-2023,22:52:00,32,Male,58,Beauty,2,300,123,600,Evening,
1508,08-04-2022,20:32:00,90,Male,58,Beauty,2,300,81,600,Evening,
594,07-09-2023,21:49:00,72,Female,19,Electronics,2,300,291,600,Evening,
637,02-12-2022,18:54:00,21,Male,43,Clothing,2,300,321,600,Evening,
1594,01-10-2023,19:02:00,31,Female,19,Electronics,2,300,345,600,Evening,
1637,25-10-2022,20:50:00,97,Male,43,Clothing,2,300,297,600,Evening,
131,29-09-2023,22:32:00,44,Female,21,Beauty,2,300,375,600,Evening,
1131,31-12-2022,19:16:00,130,Female,21,Beauty,2,300,336,600,Evening,
373,23-09-2022,22:19:00,78,Female,25,Beauty,2,300,333,600,Evening,
1373,02-10-2023,20:26:00,64,Female,25,Beauty,2,300,294,600,Evening,
290,08-12-2023,21:39:00,86,Female,30,Beauty,2,300,342,600,Evening,
1290,30-12-2022,22:40:00,66,Female,30,Beauty,2,300,318,600,Evening,
976,08-10-2023,19:50:00,56,Female,48,Beauty,2,300,345,600,Evening,
1976,15-10-2023,21:10:00,108,Female,48,Beauty,2,300,360,600,Evening,
440,22-11-2023,20:15:00,110,Male,64,Clothing,2,300,348,600,Evening,
1440,01-09-2023,19:20:00,86,Male,64,Clothing,2,300,354,600,Evening,
348,17-10-2022,20:20:00,83,Female,35,Electronics,2,300,147,600,Evening,
1348,25-10-2023,17:21:00,79,Female,35,Electronics,2,300,87,600,Evening,
392,21-12-2022,13:11:00,77,Male,27,Clothing,2,300,78,600,Afternoon,
1392,12-09-2022,12:28:00,70,Male,27,Clothing,2,300,90,600,Afternoon,
9,02-12-2022,13:12:00,85,Male,63,Electronics,2,300,78,600,Afternoon,
1009,22-09-2023,14:18:00,88,Male,63,Electronics,2,300,78,600,Afternoon,
496,12-12-2022,13:07:00,91,Male,23,Clothing,2,300,141,600,Afternoon,
1496,03-09-2022,15:05:00,110,Male,23,Clothing,2,300,120,600,Afternoon,
96,22-11-2023,14:10:00,62,Female,44,Clothing,2,300,84,600,Afternoon,
1096,01-12-2022,14:49:00,82,Female,44,Clothing,2,300,138,600,Afternoon,
842,28-11-2022,14:13:00,71,Female,47,Clothing,2,300,105,600,Afternoon,
1842,04-10-2022,14:03:00,84,Female,47,Clothing,2,300,75,600,Afternoon,
386,23-10-2022,13:20:00,77,Female,54,Electronics,2,300,153,600,Afternoon,
1386,19-12-2023,14:06:00,110,Female,54,Electronics,2,300,81,600,Afternoon,
233,03-09-2022,13:09:00,81,Female,51,Beauty,2,300,132,600,Afternoon,
1233,01-10-2023,16:20:00,79,Female,51,Beauty,2,300,117,600,Afternoon,
845,27-10-2022,10:12:00,25,Male,,Clothing,1,500,145,500,Morning,
1845,24-05-2022,07:06:00,94,Male,,Clothing,1,500,185,500,Morning,
21,11-07-2022,07:33:00,59,Female,50,Beauty,1,500,275,500,Morning,
1021,11-06-2022,10:19:00,44,Female,50,Beauty,1,500,155,500,Morning,
697,25-12-2022,07:52:00,152,Male,53,Clothing,1,500,200,500,Morning,
1697,18-12-2022,08:22:00,54,Male,53,Clothing,1,500,265,500,Morning,
238,10-05-2022,11:52:00,20,Female,39,Beauty,1,500,150,500,Morning,
1238,17-09-2022,07:38:00,129,Female,39,Beauty,1,500,165,500,Morning,
322,19-10-2022,06:11:00,13,Male,51,Electronics,1,500,125,500,Morning,
1322,14-11-2022,09:56:00,10,Male,51,Electronics,1,500,250,500,Morning,
714,29-10-2022,08:50:00,20,Female,18,Clothing,1,500,190,500,Morning,
1714,23-11-2022,06:07:00,111,Female,18,Clothing,1,500,245,500,Morning,
220,07-05-2022,06:44:00,138,Male,64,Beauty,1,500,140,500,Morning,
1220,29-06-2022,11:16:00,47,Male,64,Beauty,1,500,240,500,Morning,
717,30-11-2023,08:15:00,8,Male,57,Clothing,1,500,190,500,Morning,
1717,12-01-2023,09:40:00,21,Male,57,Clothing,1,500,175,500,Morning,
130,19-06-2023,06:21:00,114,Female,57,Clothing,1,500,125,500,Morning,
1130,20-02-2023,09:03:00,28,Female,57,Clothing,1,500,180,500,Morning,
91,14-04-2023,06:31:00,152,Female,55,Electronics,1,500,235,500,Morning,
1091,15-07-2023,08:46:00,139,Female,55,Electronics,1,500,235,500,Morning,
760,26-06-2023,07:59:00,14,Male,27,Beauty,1,500,125,500,Morning,
1760,23-08-2023,07:26:00,44,Male,27,Beauty,1,500,230,500,Morning,
88,16-02-2023,08:31:00,122,Male,56,Clothing,1,500,185,500,Morning,
1088,14-09-2023,07:00:00,6,Male,56,Clothing,1,500,155,500,Morning,
408,22-12-2023,08:18:00,4,Female,64,Beauty,1,500,140,500,Morning,
1408,28-08-2023,08:17:00,2,Female,64,Beauty,1,500,250,500,Morning,
28,11-12-2023,22:34:00,3,Female,43,Beauty,1,500,150,500,Evening,
1028,09-03-2023,18:09:00,1,Female,43,Beauty,1,500,250,500,Evening,
337,22-08-2023,17:56:00,1,Male,38,Clothing,1,500,275,500,Evening,
1337,21-07-2023,19:56:00,2,Male,38,Clothing,1,500,225,500,Evening,
283,01-06-2023,20:08:00,3,Female,18,Electronics,1,500,165,500,Evening,
1283,14-10-2023,20:15:00,1,Female,18,Electronics,1,500,130,500,Evening,
883,20-08-2023,20:43:00,5,Male,40,Electronics,1,500,245,500,Evening,
1883,20-09-2023,17:54:00,3,Male,40,Electronics,1,500,200,500,Evening,
353,18-03-2023,21:35:00,5,Male,31,Electronics,1,500,270,500,Evening,
721,23-06-2023,17:10:00,5,Female,52,Clothing,1,500,145,500,Evening,
1353,04-09-2023,21:59:00,3,Male,31,Electronics,1,500,235,500,Evening,
1721,21-01-2023,22:42:00,3,Female,52,Clothing,1,500,215,500,Evening,
818,29-05-2023,18:56:00,4,Male,30,Electronics,1,500,265,500,Evening,
1818,20-09-2023,17:29:00,4,Male,30,Electronics,1,500,150,500,Evening,
4,27-08-2023,18:12:00,3,Male,37,Clothing,1,500,200,500,Evening,
1004,11-01-2023,21:46:00,2,Male,37,Clothing,1,500,230,500,Evening,
394,19-08-2022,19:27:00,105,Female,27,Clothing,1,500,165,500,Evening,
537,01-10-2023,18:07:00,98,Female,21,Beauty,1,500,275,500,Evening,
1394,17-04-2022,20:06:00,14,Female,27,Clothing,1,500,250,500,Evening,
1537,29-11-2022,17:57:00,116,Female,21,Beauty,1,500,140,500,Evening,
867,24-07-2022,22:40:00,152,Male,21,Electronics,1,500,185,500,Evening,
1867,16-05-2023,19:55:00,144,Male,21,Electronics,1,500,190,500,Evening,
539,30-11-2023,18:13:00,135,Male,25,Beauty,1,500,205,500,Evening,
1539,06-12-2022,21:52:00,96,Male,25,Beauty,1,500,170,500,Evening,
655,31-10-2022,18:43:00,19,Female,55,Clothing,1,500,210,500,Evening,
1655,28-05-2023,17:57:00,8,Female,55,Clothing,1,500,125,500,Evening,
904,01-04-2022,20:26:00,43,Male,28,Clothing,1,500,160,500,Evening,
1904,25-11-2022,19:41:00,117,Male,28,Clothing,1,500,220,500,Evening,
128,21-12-2022,22:22:00,77,Male,25,Beauty,1,500,180,500,Evening,
1128,04-01-2022,17:35:00,60,Male,25,Beauty,1,500,135,500,Evening,
105,18-06-2023,18:05:00,82,Female,22,Electronics,1,500,230,500,Evening,
934,22-11-2022,18:20:00,111,Male,30,Beauty,1,500,240,500,Evening,
1105,12-11-2022,19:09:00,19,Female,22,Electronics,1,500,270,500,Evening,
1934,08-09-2022,17:06:00,69,Male,30,Beauty,1,500,150,500,Evening,
864,31-07-2023,22:16:00,139,Female,51,Electronics,1,500,215,500,Evening,
1864,30-04-2023,21:00:00,112,Female,51,Electronics,1,500,190,500,Evening,
254,14-12-2022,22:45:00,104,Male,41,Electronics,1,500,165,500,Evening,
1254,12-04-2023,18:24:00,86,Male,41,Electronics,1,500,180,500,Evening,
541,25-12-2022,18:37:00,39,Male,56,Beauty,1,500,215,500,Evening,
1541,02-10-2023,22:17:00,57,Male,56,Beauty,1,500,195,500,Evening,
667,01-12-2022,18:46:00,22,Female,29,Electronics,1,500,190,500,Evening,
1667,04-07-2022,19:09:00,40,Female,29,Electronics,1,500,125,500,Evening,
279,10-08-2023,17:29:00,38,Male,50,Clothing,1,500,210,500,Evening,
1279,21-04-2022,22:55:00,116,Male,50,Clothing,1,500,170,500,Evening,
612,23-02-2022,19:06:00,77,Female,61,Electronics,1,500,235,500,Evening,
1612,18-12-2022,21:14:00,140,Female,61,Electronics,1,500,230,500,Evening,
384,10-04-2022,19:53:00,127,Male,55,Clothing,1,500,145,500,Evening,
1384,17-12-2023,20:23:00,106,Male,55,Clothing,1,500,260,500,Evening,
570,09-06-2022,22:53:00,91,Male,49,Clothing,1,500,185,500,Evening,
